modelo,conjunto_atributos,ano_teste,data_referencia,municipio,y_real,y_pred
DummyMedia,calendario_lags,2023,2023-02-01,otacilio costa,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-03-01,otacilio costa,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-04-01,otacilio costa,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-05-01,otacilio costa,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-06-01,otacilio costa,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-07-01,otacilio costa,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-08-01,otacilio costa,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-09-01,otacilio costa,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-10-01,otacilio costa,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-11-01,otacilio costa,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-12-01,otacilio costa,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-01-01,palhoca,58,4.982283464566929
DummyMedia,calendario_lags,2023,2023-02-01,palhoca,45,4.982283464566929
DummyMedia,calendario_lags,2023,2023-03-01,palhoca,57,4.982283464566929
DummyMedia,calendario_lags,2023,2023-04-01,palhoca,54,4.982283464566929
DummyMedia,calendario_lags,2023,2023-05-01,palhoca,49,4.982283464566929
DummyMedia,calendario_lags,2023,2023-06-01,palhoca,49,4.982283464566929
DummyMedia,calendario_lags,2023,2023-07-01,palhoca,54,4.982283464566929
DummyMedia,calendario_lags,2023,2023-08-01,palhoca,47,4.982283464566929
DummyMedia,calendario_lags,2023,2023-09-01,palhoca,30,4.982283464566929
DummyMedia,calendario_lags,2023,2023-10-01,palhoca,51,4.982283464566929
DummyMedia,calendario_lags,2023,2023-11-01,palhoca,55,4.982283464566929
DummyMedia,calendario_lags,2023,2023-12-01,palhoca,46,4.982283464566929
DummyMedia,calendario_lags,2023,2023-01-01,palma sola,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-02-01,palma sola,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-03-01,palma sola,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-04-01,palma sola,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-05-01,palma sola,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-06-01,palma sola,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-07-01,palma sola,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-08-01,palma sola,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-09-01,palma sola,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-10-01,palma sola,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-11-01,palma sola,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-12-01,palma sola,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-01-01,palmitos,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-02-01,palmitos,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-03-01,palmitos,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-04-01,palmitos,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-05-01,palmitos,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-06-01,palmitos,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-07-01,palmitos,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-08-01,palmitos,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-09-01,palmitos,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-10-01,palmitos,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-11-01,palmitos,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-12-01,palmitos,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-01-01,papanduva,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-02-01,papanduva,4,4.982283464566929
DummyMedia,calendario_lags,2023,2023-03-01,papanduva,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-04-01,papanduva,6,4.982283464566929
DummyMedia,calendario_lags,2023,2023-05-01,papanduva,6,4.982283464566929
DummyMedia,calendario_lags,2023,2023-06-01,papanduva,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-07-01,papanduva,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-08-01,papanduva,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-09-01,papanduva,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-10-01,papanduva,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-11-01,papanduva,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-12-01,papanduva,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-01-01,paraiso,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-02-01,paraiso,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-03-01,paraiso,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-04-01,paraiso,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-05-01,paraiso,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-06-01,paraiso,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-07-01,paraiso,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-08-01,paraiso,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-09-01,paraiso,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-10-01,paraiso,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-11-01,paraiso,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-12-01,paraiso,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-01-01,passo de torres,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-02-01,passo de torres,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-03-01,passo de torres,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-04-01,passo de torres,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-05-01,passo de torres,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-06-01,passo de torres,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-07-01,passo de torres,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-08-01,passo de torres,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-09-01,passo de torres,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-10-01,passo de torres,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-11-01,passo de torres,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-12-01,passo de torres,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-01-01,passos maia,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-02-01,passos maia,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-03-01,passos maia,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-04-01,passos maia,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-05-01,passos maia,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-06-01,passos maia,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-07-01,passos maia,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-08-01,passos maia,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-09-01,passos maia,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-10-01,passos maia,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-11-01,passos maia,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-12-01,passos maia,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-01-01,paulo lopes,6,4.982283464566929
DummyMedia,calendario_lags,2023,2023-02-01,paulo lopes,8,4.982283464566929
DummyMedia,calendario_lags,2023,2023-03-01,paulo lopes,11,4.982283464566929
DummyMedia,calendario_lags,2023,2023-04-01,paulo lopes,9,4.982283464566929
DummyMedia,calendario_lags,2023,2023-05-01,paulo lopes,6,4.982283464566929
DummyMedia,calendario_lags,2023,2023-06-01,paulo lopes,5,4.982283464566929
DummyMedia,calendario_lags,2023,2023-07-01,paulo lopes,4,4.982283464566929
DummyMedia,calendario_lags,2023,2023-08-01,paulo lopes,4,4.982283464566929
DummyMedia,calendario_lags,2023,2023-09-01,paulo lopes,10,4.982283464566929
DummyMedia,calendario_lags,2023,2023-10-01,paulo lopes,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-11-01,paulo lopes,5,4.982283464566929
DummyMedia,calendario_lags,2023,2023-12-01,paulo lopes,7,4.982283464566929
DummyMedia,calendario_lags,2023,2023-01-01,penha,11,4.982283464566929
DummyMedia,calendario_lags,2023,2023-02-01,penha,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-03-01,penha,7,4.982283464566929
DummyMedia,calendario_lags,2023,2023-04-01,penha,4,4.982283464566929
DummyMedia,calendario_lags,2023,2023-05-01,penha,5,4.982283464566929
DummyMedia,calendario_lags,2023,2023-06-01,penha,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-07-01,penha,5,4.982283464566929
DummyMedia,calendario_lags,2023,2023-08-01,penha,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-09-01,penha,5,4.982283464566929
DummyMedia,calendario_lags,2023,2023-10-01,penha,4,4.982283464566929
DummyMedia,calendario_lags,2023,2023-11-01,penha,4,4.982283464566929
DummyMedia,calendario_lags,2023,2023-12-01,penha,9,4.982283464566929
DummyMedia,calendario_lags,2023,2023-01-01,pescaria brava,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-02-01,pescaria brava,4,4.982283464566929
DummyMedia,calendario_lags,2023,2023-03-01,pescaria brava,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-04-01,pescaria brava,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-05-01,pescaria brava,7,4.982283464566929
DummyMedia,calendario_lags,2023,2023-06-01,pescaria brava,4,4.982283464566929
DummyMedia,calendario_lags,2023,2023-07-01,pescaria brava,5,4.982283464566929
DummyMedia,calendario_lags,2023,2023-08-01,pescaria brava,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-09-01,pescaria brava,5,4.982283464566929
DummyMedia,calendario_lags,2023,2023-10-01,pescaria brava,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-11-01,pescaria brava,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-12-01,pescaria brava,6,4.982283464566929
DummyMedia,calendario_lags,2023,2023-01-01,pinhalzinho,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-02-01,pinhalzinho,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-03-01,pinhalzinho,4,4.982283464566929
DummyMedia,calendario_lags,2023,2023-04-01,pinhalzinho,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-05-01,pinhalzinho,5,4.982283464566929
DummyMedia,calendario_lags,2023,2023-06-01,pinhalzinho,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-07-01,pinhalzinho,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-08-01,pinhalzinho,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-09-01,pinhalzinho,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-10-01,pinhalzinho,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-11-01,pinhalzinho,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-12-01,pinhalzinho,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-01-01,ponte alta,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-02-01,ponte alta,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-03-01,ponte alta,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-04-01,ponte alta,4,4.982283464566929
DummyMedia,calendario_lags,2023,2023-05-01,ponte alta,4,4.982283464566929
DummyMedia,calendario_lags,2023,2023-06-01,ponte alta,5,4.982283464566929
DummyMedia,calendario_lags,2023,2023-07-01,ponte alta,7,4.982283464566929
DummyMedia,calendario_lags,2023,2023-08-01,ponte alta,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-09-01,ponte alta,6,4.982283464566929
DummyMedia,calendario_lags,2023,2023-10-01,ponte alta,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-11-01,ponte alta,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-12-01,ponte alta,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-01-01,ponte alta do norte,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-02-01,ponte alta do norte,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-03-01,ponte alta do norte,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-04-01,ponte alta do norte,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-05-01,ponte alta do norte,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-06-01,ponte alta do norte,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-07-01,ponte alta do norte,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-08-01,ponte alta do norte,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-09-01,ponte alta do norte,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-10-01,ponte alta do norte,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-11-01,ponte alta do norte,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-12-01,ponte alta do norte,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-01-01,ponte serrada,4,4.982283464566929
DummyMedia,calendario_lags,2023,2023-02-01,ponte serrada,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-03-01,ponte serrada,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-04-01,ponte serrada,5,4.982283464566929
DummyMedia,calendario_lags,2023,2023-05-01,ponte serrada,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-06-01,ponte serrada,5,4.982283464566929
DummyMedia,calendario_lags,2023,2023-07-01,ponte serrada,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-08-01,ponte serrada,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-09-01,ponte serrada,4,4.982283464566929
DummyMedia,calendario_lags,2023,2023-10-01,ponte serrada,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-11-01,ponte serrada,7,4.982283464566929
DummyMedia,calendario_lags,2023,2023-12-01,ponte serrada,5,4.982283464566929
DummyMedia,calendario_lags,2023,2023-01-01,porto belo,14,4.982283464566929
DummyMedia,calendario_lags,2023,2023-02-01,porto belo,9,4.982283464566929
DummyMedia,calendario_lags,2023,2023-03-01,porto belo,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-04-01,porto belo,13,4.982283464566929
DummyMedia,calendario_lags,2023,2023-05-01,porto belo,7,4.982283464566929
DummyMedia,calendario_lags,2023,2023-06-01,porto belo,10,4.982283464566929
DummyMedia,calendario_lags,2023,2023-07-01,porto belo,9,4.982283464566929
DummyMedia,calendario_lags,2023,2023-08-01,porto belo,8,4.982283464566929
DummyMedia,calendario_lags,2023,2023-09-01,porto belo,5,4.982283464566929
DummyMedia,calendario_lags,2023,2023-10-01,porto belo,4,4.982283464566929
DummyMedia,calendario_lags,2023,2023-11-01,porto belo,13,4.982283464566929
DummyMedia,calendario_lags,2023,2023-12-01,porto belo,4,4.982283464566929
DummyMedia,calendario_lags,2023,2023-01-01,porto uniao,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-02-01,porto uniao,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-03-01,porto uniao,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-04-01,porto uniao,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-05-01,porto uniao,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-06-01,porto uniao,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-07-01,porto uniao,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-08-01,porto uniao,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-09-01,porto uniao,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-10-01,porto uniao,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-11-01,porto uniao,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-12-01,porto uniao,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-01-01,pouso redondo,7,4.982283464566929
DummyMedia,calendario_lags,2023,2023-02-01,pouso redondo,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-03-01,pouso redondo,13,4.982283464566929
DummyMedia,calendario_lags,2023,2023-04-01,pouso redondo,8,4.982283464566929
DummyMedia,calendario_lags,2023,2023-05-01,pouso redondo,8,4.982283464566929
DummyMedia,calendario_lags,2023,2023-06-01,pouso redondo,8,4.982283464566929
DummyMedia,calendario_lags,2023,2023-07-01,pouso redondo,8,4.982283464566929
DummyMedia,calendario_lags,2023,2023-08-01,pouso redondo,7,4.982283464566929
DummyMedia,calendario_lags,2023,2023-09-01,pouso redondo,6,4.982283464566929
DummyMedia,calendario_lags,2023,2023-10-01,pouso redondo,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-11-01,pouso redondo,8,4.982283464566929
DummyMedia,calendario_lags,2023,2023-12-01,pouso redondo,5,4.982283464566929
DummyMedia,calendario_lags,2023,2023-01-01,rancho queimado,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-02-01,rancho queimado,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-03-01,rancho queimado,5,4.982283464566929
DummyMedia,calendario_lags,2023,2023-04-01,rancho queimado,4,4.982283464566929
DummyMedia,calendario_lags,2023,2023-05-01,rancho queimado,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-06-01,rancho queimado,4,4.982283464566929
DummyMedia,calendario_lags,2023,2023-07-01,rancho queimado,6,4.982283464566929
DummyMedia,calendario_lags,2023,2023-08-01,rancho queimado,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-09-01,rancho queimado,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-10-01,rancho queimado,6,4.982283464566929
DummyMedia,calendario_lags,2023,2023-11-01,rancho queimado,6,4.982283464566929
DummyMedia,calendario_lags,2023,2023-12-01,rancho queimado,10,4.982283464566929
DummyMedia,calendario_lags,2023,2023-01-01,rio do sul,7,4.982283464566929
DummyMedia,calendario_lags,2023,2023-02-01,rio do sul,7,4.982283464566929
DummyMedia,calendario_lags,2023,2023-03-01,rio do sul,9,4.982283464566929
DummyMedia,calendario_lags,2023,2023-04-01,rio do sul,14,4.982283464566929
DummyMedia,calendario_lags,2023,2023-05-01,rio do sul,8,4.982283464566929
DummyMedia,calendario_lags,2023,2023-06-01,rio do sul,8,4.982283464566929
DummyMedia,calendario_lags,2023,2023-07-01,rio do sul,7,4.982283464566929
DummyMedia,calendario_lags,2023,2023-08-01,rio do sul,10,4.982283464566929
DummyMedia,calendario_lags,2023,2023-09-01,rio do sul,14,4.982283464566929
DummyMedia,calendario_lags,2023,2023-10-01,rio do sul,8,4.982283464566929
DummyMedia,calendario_lags,2023,2023-11-01,rio do sul,5,4.982283464566929
DummyMedia,calendario_lags,2023,2023-12-01,rio do sul,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-01-01,rio negrinho,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-02-01,rio negrinho,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-03-01,rio negrinho,9,4.982283464566929
DummyMedia,calendario_lags,2023,2023-04-01,rio negrinho,10,4.982283464566929
DummyMedia,calendario_lags,2023,2023-05-01,rio negrinho,6,4.982283464566929
DummyMedia,calendario_lags,2023,2023-06-01,rio negrinho,9,4.982283464566929
DummyMedia,calendario_lags,2023,2023-07-01,rio negrinho,5,4.982283464566929
DummyMedia,calendario_lags,2023,2023-08-01,rio negrinho,7,4.982283464566929
DummyMedia,calendario_lags,2023,2023-09-01,rio negrinho,8,4.982283464566929
DummyMedia,calendario_lags,2023,2023-10-01,rio negrinho,14,4.982283464566929
DummyMedia,calendario_lags,2023,2023-11-01,rio negrinho,12,4.982283464566929
DummyMedia,calendario_lags,2023,2023-12-01,rio negrinho,10,4.982283464566929
DummyMedia,calendario_lags,2023,2023-01-01,rodeio,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-02-01,rodeio,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-03-01,rodeio,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-04-01,rodeio,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-05-01,rodeio,4,4.982283464566929
DummyMedia,calendario_lags,2023,2023-06-01,rodeio,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-07-01,rodeio,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-08-01,rodeio,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-09-01,rodeio,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-10-01,rodeio,6,4.982283464566929
DummyMedia,calendario_lags,2023,2023-11-01,rodeio,4,4.982283464566929
DummyMedia,calendario_lags,2023,2023-12-01,rodeio,4,4.982283464566929
DummyMedia,calendario_lags,2023,2023-01-01,salete,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-02-01,salete,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-03-01,salete,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-04-01,salete,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-05-01,salete,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-06-01,salete,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-07-01,salete,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-08-01,salete,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-09-01,salete,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-10-01,salete,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-11-01,salete,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-12-01,salete,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-01-01,sangao,5,4.982283464566929
DummyMedia,calendario_lags,2023,2023-02-01,sangao,8,4.982283464566929
DummyMedia,calendario_lags,2023,2023-03-01,sangao,6,4.982283464566929
DummyMedia,calendario_lags,2023,2023-04-01,sangao,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-05-01,sangao,9,4.982283464566929
DummyMedia,calendario_lags,2023,2023-06-01,sangao,6,4.982283464566929
DummyMedia,calendario_lags,2023,2023-07-01,sangao,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-08-01,sangao,6,4.982283464566929
DummyMedia,calendario_lags,2023,2023-09-01,sangao,6,4.982283464566929
DummyMedia,calendario_lags,2023,2023-10-01,sangao,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-11-01,sangao,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-12-01,sangao,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-01-01,santa cecilia,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-02-01,santa cecilia,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-03-01,santa cecilia,9,4.982283464566929
DummyMedia,calendario_lags,2023,2023-04-01,santa cecilia,6,4.982283464566929
DummyMedia,calendario_lags,2023,2023-05-01,santa cecilia,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-06-01,santa cecilia,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-07-01,santa cecilia,5,4.982283464566929
DummyMedia,calendario_lags,2023,2023-08-01,santa cecilia,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-09-01,santa cecilia,9,4.982283464566929
DummyMedia,calendario_lags,2023,2023-10-01,santa cecilia,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-11-01,santa cecilia,5,4.982283464566929
DummyMedia,calendario_lags,2023,2023-12-01,santa cecilia,4,4.982283464566929
DummyMedia,calendario_lags,2023,2023-01-01,santa rosa do sul,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-02-01,santa rosa do sul,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-03-01,santa rosa do sul,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-04-01,santa rosa do sul,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-05-01,santa rosa do sul,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-06-01,santa rosa do sul,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-07-01,santa rosa do sul,5,4.982283464566929
DummyMedia,calendario_lags,2023,2023-08-01,santa rosa do sul,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-09-01,santa rosa do sul,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-10-01,santa rosa do sul,5,4.982283464566929
DummyMedia,calendario_lags,2023,2023-11-01,santa rosa do sul,4,4.982283464566929
DummyMedia,calendario_lags,2023,2023-12-01,santa rosa do sul,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-01-01,santo amaro da imperatriz,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-02-01,santo amaro da imperatriz,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-03-01,santo amaro da imperatriz,5,4.982283464566929
DummyMedia,calendario_lags,2023,2023-04-01,santo amaro da imperatriz,4,4.982283464566929
DummyMedia,calendario_lags,2023,2023-05-01,santo amaro da imperatriz,5,4.982283464566929
DummyMedia,calendario_lags,2023,2023-06-01,santo amaro da imperatriz,7,4.982283464566929
DummyMedia,calendario_lags,2023,2023-07-01,santo amaro da imperatriz,4,4.982283464566929
DummyMedia,calendario_lags,2023,2023-08-01,santo amaro da imperatriz,5,4.982283464566929
DummyMedia,calendario_lags,2023,2023-09-01,santo amaro da imperatriz,5,4.982283464566929
DummyMedia,calendario_lags,2023,2023-10-01,santo amaro da imperatriz,5,4.982283464566929
DummyMedia,calendario_lags,2023,2023-11-01,santo amaro da imperatriz,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-12-01,santo amaro da imperatriz,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-01-01,sao bento do sul,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-02-01,sao bento do sul,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-03-01,sao bento do sul,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-04-01,sao bento do sul,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-05-01,sao bento do sul,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-06-01,sao bento do sul,1,4.982283464566929
DummyMedia,calendario_lags,2023,2023-07-01,sao bento do sul,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-08-01,sao bento do sul,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-09-01,sao bento do sul,6,4.982283464566929
DummyMedia,calendario_lags,2023,2023-10-01,sao bento do sul,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-11-01,sao bento do sul,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-12-01,sao bento do sul,4,4.982283464566929
DummyMedia,calendario_lags,2023,2023-01-01,sao cristovao do sul,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-02-01,sao cristovao do sul,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-03-01,sao cristovao do sul,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-04-01,sao cristovao do sul,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-05-01,sao cristovao do sul,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-06-01,sao cristovao do sul,3,4.982283464566929
DummyMedia,calendario_lags,2023,2023-07-01,sao cristovao do sul,9,4.982283464566929
DummyMedia,calendario_lags,2023,2023-08-01,sao cristovao do sul,2,4.982283464566929
DummyMedia,calendario_lags,2023,2023-09-01,sao cristovao do sul,0,4.982283464566929
DummyMedia,calendario_lags,2023,2023-10-01,sao cristovao do sul,2,4.982283464566929
